name	pin	duration_1	size_1	latency_2	duration_2	size_2	latency_3	duration_3	size_3	latency_4	duration_4	size_4	latency_5	duration_5	size_5	x_min	x_max	x_mean	x_variance	x_1st_quart	x_2nd_quart	x_3rd_quart	x_diff_min	x_diff_max	x_diff_mean	x_diff_variance	y_min	y_max	y_mean	y_variance	y_1st_quart	y_2nd_quart	y_3rd_quart	y_diff_min	y_diff_max	y_diff_mean	y_diff_variance	z_min	z_max	z_mean	z_variance	z_1st_quart	z_2nd_quart	z_3rd_quart	z_diff_min	z_diff_max	z_diff_mean	z_diff_variance
person2825	1212	75	0.10000000894069672	207	70	0.13333334028720856	247	92	0.10000000894069672	354	56	0.06666667014360428	2060	85	0.10000000894069672	-0.34477001428604126	-0.1532299965620041	-0.29004429493631634	0.007487260895862138	-0.34477001428604126	-0.34477001428604126	-0.24900000542402267	0.0	0.19154001772403717	0.03192333628733953	0.005095496998572843	4.596869945526123	5.286399841308594	5.023719991956439	0.06684379717956532	4.826710224151611	5.056550025939941	5.286399841308594	-0.4596896171569824	0.22984981536865234	-0.0766133467356364	0.046959067672894934	8.389280319213867	9.15542984008789	8.794242858886719	0.051091405087000955	8.676584720611572	8.810660362243652	8.925580024719238	-0.3064594268798828	0.26814937591552734	0.07661501566569011	0.03668656802791601
person2825	1212	100	0.13333334028720856	134	86	0.13333334028720856	134	102	0.10000000894069672	80	90	0.13333334028720856	454	108	0.13333334028720856	-0.45969000458717346	-0.2298399955034256	-0.32287714949675966	0.004971669046439529	-0.34477001428604126	-0.34477001428604126	-0.2681500017642975	-0.22985000908374786	0.19154000282287598	0.012770002086957296	0.016958178475792226	4.520249843597412	5.133170127868652	4.919741494315011	0.04731844440628228	4.788400173187256	4.941629886627197	5.133170127868652	-0.3447699546813965	0.19154024124145508	-0.07023000717163086	0.03297751024683748	8.69573974609375	9.385270118713379	8.996725627354213	0.05300790887612288	8.829814910888672	8.925580024719238	9.15542984008789	-0.4596900939941406	0.4596900939941406	0.07661501566569011	0.14430028169883571
person2825	1212	99	0.13333334028720856	91	90	0.13333334028720856	120	88	0.1666666716337204	79	75	0.13333334028720856	427	107	0.10000000894069672	-0.9193699955940247	-0.2298399955034256	-0.5746077795823415	0.061632362200572555	-0.6895300149917603	-0.5746099948883057	-0.34477001428604126	-0.2298399806022644	0.34476999938488007	0.08619125001132488	0.0354933989126048	4.788400173187256	5.401319980621338	5.201270050472683	0.06384352332075471	5.018249988555908	5.401319980621338	5.401319980621338	-0.3830699920654297	0.19153976440429688	-0.052672505378723145	0.026758236901386567	8.23604965209961	9.15542984008789	8.763843536376953	0.06156081418299032	8.69573974609375	8.810660362243652	8.887280464172363	-0.6512308120727539	0.4596900939941406	0.043096184730529785	0.12122554905930372
person2825	1212	104	0.10000000894069672	116	122	0.1666666716337204	87	120	0.13333334028720856	44	67	0.20000001788139343	328	81	0.1666666716337204	-0.8810700178146362	-0.34477001428604126	-0.7065577937497033	0.03884193427863224	-0.8810700178146362	-0.8427600264549255	-0.536300003528595	-0.34477001428604126	0.344760000705719	0.04788375273346901	0.04539936414186139	4.865019798278809	5.669469833374023	5.503473228878445	0.06195833423182621	5.439630031585693	5.669469833374023	5.669469833374023	-0.8044500350952148	0.22983980178833008	-0.0718262791633606	0.0823367598028959	7.776370048522949	9.117119789123535	8.521231227450901	0.2211296531144017	8.082830429077148	8.542510032653809	8.925580024719238	-1.0726003646850586	0.9959802627563477	0.07182621955871582	0.4789114758631854
person2825	1212	100	0.13333334028720856	61	76	0.1666666716337204	71	105	0.1666666716337204	69	69	0.20000001788139343	419	80	0.13333334028720856	-0.6895300149917603	-0.2681500017642975	-0.6001455717616611	0.018261328828698704	-0.6895300149917603	-0.6512200236320496	-0.6512200236320496	-0.42138001322746277	0.3830700218677521	0.023941252380609512	0.046568089882462624	4.865019798278809	5.5545501708984375	5.2651166915893555	0.07927850543415439	5.094860076904297	5.248089790344238	5.5545501708984375	-0.4596900939941406	0.3064603805541992	-0.04788374900817871	0.04246458421147281	8.044520378112793	8.925580024719238	8.653177897135416	0.08916934783741857	8.504210472106934	8.734049797058105	8.887280464172363	-0.8427600860595703	0.4596900939941406	0.004787445068359375	0.17515414120293826
person2825	1212	86	0.10000000894069672	94	102	0.23333334922790527	79	89	0.13333334028720856	93	72	0.13333334028720856	432	81	0.13333334028720856	-0.5746099948883057	-0.19154000282287598	-0.4979962483048439	0.015774812229774227	-0.5746099948883057	-0.5746099948883057	-0.45969000458717346	-0.2681500017642975	0.3830699920654297	0.016417141471590315	0.03096576921835909	4.941629886627197	5.592860221862793	5.3438600897789	0.05979937028561366	5.161897659301758	5.401319980621338	5.592860221862793	-0.5746102333068848	0.19154024124145508	-0.03830718994140625	0.05702151714214259	8.006210327148438	9.00220012664795	8.513781189918518	0.10813302814675296	8.23604965209961	8.523359775543213	8.781934976577759	-0.8044500350952148	0.4596900939941406	0.027362823486328125	0.17932671419163984
person2825	1212	103	0.13333334028720856	62	104	0.23333334922790527	92	88	0.1666666716337204	44	103	0.13333334028720856	416	85	0.06666667014360428	-0.6895300149917603	-0.3064599931240082	-0.5065088901254866	0.02242816868688328	-0.6129199862480164	-0.5746099948883057	-0.34477001428604126	-0.3064599931240082	0.30646002292633057	0.043095000088214874	0.04418430554594205	4.596869945526123	5.439630031585693	5.218297799428304	0.08275709470965215	4.979939937591553	5.439630031585693	5.439630031585693	-0.4596900939941406	0.22984981536865234	-0.07661378383636475	0.045491395496569	7.929599761962891	9.385270118713379	8.614869965447319	0.20297707347111293	8.197750091552734	8.542510032653809	9.00220012664795	-1.149209976196289	0.6895303726196289	0.0383075475692749	0.31586461404866384
person2825	1212	100	0.13333334028720856	65	110	0.20000001788139343	75	89	0.1666666716337204	66	105	0.1666666716337204	415	87	0.13333334028720856	-0.9193699955940247	-0.3830699920654297	-0.6725055542257097	0.035906819364340495	-0.8810700178146362	-0.6129199862480164	-0.6129199862480164	-0.49800002574920654	0.536300003528595	0.062248747795820236	0.09059195318391497	4.903329849243164	5.516240119934082	5.294910007052952	0.05895030854174892	5.133170127868652	5.324699878692627	5.516240119934082	-0.3830699920654297	0.19154024124145508	-0.05267125368118286	0.026757843599963138	7.929599761962891	9.193730354309082	8.572305573357475	0.18449686782503394	8.427590370178223	8.657429695129395	8.69573974609375	-0.5363006591796875	0.7278299331665039	0.062248826026916504	0.1540565276043111
person2825	1212	90	0.13333334028720856	60	104	0.1666666716337204	94	103	0.13333334028720856	79	45	0.13333334028720856	393	56	0.06666667014360428	-0.8044499754905701	-0.42138001322746277	-0.5899310022592544	0.020309231545435767	-0.6895300149917603	-0.5554549992084503	-0.4501100108027458	-0.2681499719619751	0.2681499719619751	0.029794444640477497	0.03090647872153537	4.750100135803223	5.784389972686768	5.401319074630737	0.14351466552895772	5.200205087661743	5.516240119934082	5.717352509498596	-0.42138004302978516	0.26814985275268555	-0.08512666490342882	0.041667811446238635	7.929599761962891	9.385270118713379	8.580821228027343	0.20866940973970488	8.398857831954956	8.504210472106934	8.820242881774902	-0.49799060821533203	0.9576807022094727	0.11066553327772352	0.20493355838249203
person2825	1212	114	0.1666666716337204	52	87	0.20000001788139343	83	89	0.13333334028720856	69	70	0.13333334028720856	432	120	0.06666667014360428	-0.9193699955940247	-0.45969000458717346	-0.6767616694172224	0.029185110673550254	-0.7757225036621094	-0.6895300149917603	-0.5171475037932396	-0.3064500093460083	0.19154000282287598	0.0139299983328039	0.019548980319604232	4.711790084838867	5.5545501708984375	5.228935877482097	0.07618493023670049	5.066130042076111	5.248089790344238	5.516240119934082	-0.306459903717041	0.3447699546813965	-0.048754518682306465	0.051785733136068664	7.814670085906982	9.576809883117676	8.587202509244284	0.23059303029289738	8.293517351150513	8.52335500717163	8.944735050201416	-1.5322895050048828	1.7621397972106934	0.055719982494007454	0.6681872185334415
